merged,Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
OR_2018_3,OR,5,8,30508,202,44,1,2018,3,1.4,22.58,14,2.6,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,9,30509,82,45,2,2018,3,NA,NA,14,2.73,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,10,30510,50,45,1,2018,3,NA,NA,13,2.59,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,11,30511,134,46,2,2018,3,NA,NA,18,2.9,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,12,30512,62,46,1,2018,3,NA,NA,16,1.67,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,13,30513,29,47,2,2018,3,NA,NA,5,0.69,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,14,30514,122,47,1,2018,3,NA,NA,15,3.34,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,15,30515,137,48,2,2018,3,NA,NA,11,2.23,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,16,30516,71,48,1,2018,3,NA,NA,13,3.11,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,17,30517,41,49,2,2018,3,NA,NA,14,3.14,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,18,30518,39,49,1,2018,3,NA,NA,6,2.18,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,19,30519,28,50,2,2018,3,NA,NA,3,0.42,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,5,20,30520,38,50,1,2018,3,NA,NA,9,2.62,NA,2.34,2.6,13,14,22.37,22.58,1,1.4
OR_2018_3,OR,6,1,30601,201,51,2,2018,3,1.4,22.06,13,2.34,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,2,30602,116,51,1,2018,3,NA,NA,12,3.14,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,3,30603,60,52,2,2018,3,NA,NA,16,3.64,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,4,30604,156,52,1,2018,3,NA,NA,19,4.43,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,5,30605,188,53,2,2018,3,NA,NA,17,2.98,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,6,30606,140,53,1,2018,3,NA,NA,13,2.5,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,7,30607,76,54,2,2018,3,NA,NA,12,2.71,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,8,30608,109,54,1,2018,3,NA,NA,14,3.23,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,9,30609,101,55,2,2018,3,NA,NA,16,2.88,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,10,30610,185,55,1,2018,3,NA,NA,15,2.52,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,11,30611,146,56,2,2018,3,NA,NA,18,3.85,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,12,30612,202,56,1,2018,3,1.7,21.34,15,3.07,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,13,30613,129,57,2,2018,3,NA,NA,16,3.23,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,14,30614,87,57,1,2018,3,NA,NA,15,1.92,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,15,30615,150,58,2,2018,3,NA,NA,14,2.69,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,16,30616,155,58,1,2018,3,NA,NA,18,4.21,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,17,30617,98,59,2,2018,3,NA,NA,19,3.18,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,18,30618,3,59,1,2018,3,NA,NA,17,3.03,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,19,30619,88,60,2,2018,3,NA,NA,11,2.13,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,6,20,30620,69,60,1,2018,3,NA,NA,17,3.57,NA,2.34,3.07,13,15,22.06,21.34,1.4,1.7
OR_2018_3,OR,7,1,30701,149,61,2,2018,3,NA,NA,13,2.8,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,2,30702,165,61,1,2018,3,NA,NA,15,4.1,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,3,30703,138,62,2,2018,3,NA,NA,10,1.77,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,4,30704,201,62,1,2018,3,1.2,22.73,13,1.8,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,5,30705,31,63,2,2018,3,NA,NA,10,2.3,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,6,30706,152,63,1,2018,3,NA,NA,9,2.46,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,7,30707,70,64,2,2018,3,NA,NA,15,2.63,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,8,30708,151,64,1,2018,3,NA,NA,17,3.16,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,9,30709,142,65,2,2018,3,NA,NA,6,1.16,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,10,30710,117,65,1,2018,3,NA,NA,15,3.7,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,11,30711,111,66,2,2018,3,NA,NA,14,3.23,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,12,30712,166,66,1,2018,3,NA,NA,21,3.78,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,13,30713,186,67,2,2018,3,NA,NA,15,2.98,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,14,30714,24,67,1,2018,3,NA,NA,11,2.83,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,15,30715,143,68,2,2018,3,NA,NA,11,2.63,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,16,30716,168,68,1,2018,3,NA,NA,19,1.8,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,17,30717,132,69,2,2018,3,NA,NA,10,2.02,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,18,30718,174,69,1,2018,3,NA,NA,16,4.64,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,19,30719,202,70,2,2018,3,1.5,22.59,12,2.87,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,7,20,30720,20,70,1,2018,3,NA,NA,16,4.3,NA,1.8,2.87,13,12,22.73,22.59,1.2,1.5
OR_2018_3,OR,8,1,30801,58,71,2,2018,3,NA,NA,15,3.14,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,2,30802,66,71,1,2018,3,NA,NA,21,4.77,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,3,30803,36,72,2,2018,3,NA,NA,12,2.24,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,4,30804,19,72,1,2018,3,NA,NA,14,4.84,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,5,30805,169,73,2,2018,3,NA,NA,14,3.53,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,6,30806,118,73,1,2018,3,NA,NA,14,3,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,7,30807,201,74,2,2018,3,1.9,21.88,13,2.72,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,8,30808,91,74,1,2018,3,NA,NA,15,2.41,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,9,30809,105,75,2,2018,3,NA,NA,16,3.25,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,10,30810,72,75,1,2018,3,NA,NA,12,2.46,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,11,30811,158,76,2,2018,3,NA,NA,14,3.03,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,12,30812,141,76,1,2018,3,NA,NA,18,2.26,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,13,30813,135,77,2,2018,3,NA,NA,12,2.08,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,14,30814,162,77,1,2018,3,NA,NA,17,2.78,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,15,30815,57,78,2,2018,3,NA,NA,9,1.18,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,16,30816,12,78,1,2018,3,NA,NA,4,0.64,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,17,30817,56,79,2,2018,3,NA,NA,19,2.78,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,18,30818,202,79,1,2018,3,1.3,22.53,14,3.29,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,19,30819,61,80,2,2018,3,2,21.32,22,3.78,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,8,20,30820,184,80,1,2018,3,NA,NA,18,3.86,NA,2.72,3.29,13,14,21.88,22.53,1.9,1.3
OR_2018_3,OR,9,1,30901,96,81,2,2018,3,NA,NA,15,2.16,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,2,30902,114,81,1,2018,3,NA,NA,17,3.15,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,3,30903,64,82,2,2018,3,NA,NA,17,2.97,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,4,30904,164,82,1,2018,3,NA,NA,12,2.98,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,5,30905,196,83,2,2018,3,NA,NA,17,3.41,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,6,30906,68,83,1,2018,3,NA,NA,12,NA,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,7,30907,202,84,2,2018,3,1.5,19.87,14,3.99,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,8,30908,30,84,1,2018,3,NA,NA,14,2.46,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,9,30909,170,85,2,2018,3,NA,NA,16,3.95,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,10,30910,120,85,1,2018,3,NA,NA,13,2.6,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,11,30911,16,86,2,2018,3,NA,NA,7,1.88,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,12,30912,86,86,1,2018,3,NA,NA,11,2.21,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,13,30913,33,87,2,2018,3,NA,NA,9,1.7,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,14,30914,8,87,1,2018,3,NA,NA,8,1.63,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,15,30915,23,88,2,2018,3,NA,NA,15,3.76,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,16,30916,201,88,1,2018,3,1.5,22.36,14,2.76,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,17,30917,128,89,2,2018,3,NA,NA,15,2.91,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,18,30918,194,89,1,2018,3,NA,NA,19,3.71,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,19,30919,52,90,2,2018,3,NA,NA,8,1.46,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,9,20,30920,73,90,1,2018,3,NA,NA,18,4,NA,2.76,3.99,14,14,22.36,19.87,1.5,1.5
OR_2018_3,OR,10,1,31001,148,91,2,2018,3,NA,NA,14,3.12,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,2,31002,157,91,1,2018,3,NA,NA,18,3.07,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,3,31003,80,92,2,2018,3,NA,NA,15,3.33,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,4,31004,6,92,1,2018,3,NA,NA,16,2.99,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,5,31005,93,93,2,2018,3,NA,NA,13,2.72,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,6,31006,45,93,1,2018,3,NA,NA,14,2.32,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,7,31007,83,94,2,2018,3,NA,NA,14,3.11,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,8,31008,147,94,1,2018,3,NA,NA,15,3.06,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,9,31009,125,95,2,2018,3,NA,NA,9,1.63,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,10,31010,202,95,1,2018,3,1.2,21.58,15,2.83,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,11,31011,172,96,2,2018,3,NA,NA,15,4.1,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
OR_2018_3,OR,10,12,31012,106,96,1,2018,3,NA,NA,15,2.87,NA,2.57,2.83,14,15,21.71,21.58,1.3,1.2
