env,loc,year,cut,block,id,position,row,col,resp,cov1,cov2
ID_2018_1,ID,2018,1,2,168,19,10,2,1.72,3.05,3.84
ID_2018_1,ID,2018,1,2,102,18,10,3,3.06,3.05,3.84
ID_2018_1,ID,2018,1,2,149,17,10,4,3.82,3.05,3.84
ID_2018_1,ID,2018,1,3,109,4,11,1,3.24,3.34,2.13
ID_2018_1,ID,2018,1,3,147,3,11,2,2.5,3.34,2.13
ID_2018_1,ID,2018,1,3,159,2,11,3,2.91,3.34,2.13
ID_2018_1,ID,2018,1,3,186,1,11,4,3.16,3.34,2.13
ID_2018_1,ID,2018,1,3,127,8,12,1,2.59,3.34,2.13
ID_2018_1,ID,2018,1,3,161,7,12,2,3.5,3.34,2.13
ID_2018_1,ID,2018,1,3,75,6,12,3,2.57,3.34,2.13
ID_2018_1,ID,2018,1,3,29,5,12,4,2.31,3.34,2.13
ID_2018_1,ID,2018,1,3,151,12,13,1,2.67,3.34,2.13
ID_2018_1,ID,2018,1,3,41,11,13,2,4.07,3.34,2.13
ID_2018_1,ID,2018,1,3,155,10,13,3,2.88,3.34,2.13
ID_2018_1,ID,2018,1,3,120,9,13,4,2.68,3.34,2.13
ID_2018_1,ID,2018,1,3,108,16,14,1,3.16,3.34,2.13
ID_2018_1,ID,2018,1,3,195,15,14,2,2.88,3.34,2.13
ID_2018_1,ID,2018,1,3,201,14,14,3,3.34,3.34,2.13
ID_2018_1,ID,2018,1,3,150,13,14,4,2.99,3.34,2.13
ID_2018_1,ID,2018,1,3,202,20,15,1,2.13,3.34,2.13
ID_2018_1,ID,2018,1,3,134,19,15,2,2.97,3.34,2.13
ID_2018_1,ID,2018,1,3,60,18,15,3,3.01,3.34,2.13
ID_2018_1,ID,2018,1,3,162,17,15,4,2.66,3.34,2.13
ID_2018_1,ID,2018,1,4,23,4,16,1,2.4,3.12,2.56
ID_2018_1,ID,2018,1,4,56,3,16,2,3.8,3.12,2.56
ID_2018_1,ID,2018,1,4,97,2,16,3,2.88,3.12,2.56
ID_2018_1,ID,2018,1,4,34,1,16,4,2.83,3.12,2.56
ID_2018_1,ID,2018,1,4,111,8,17,1,2.93,3.12,2.56
ID_2018_1,ID,2018,1,4,187,7,17,2,3.26,3.12,2.56
ID_2018_1,ID,2018,1,4,129,6,17,3,3.08,3.12,2.56
ID_2018_1,ID,2018,1,4,202,5,17,4,2.56,3.12,2.56
ID_2018_1,ID,2018,1,4,39,12,18,1,2.7,3.12,2.56
ID_2018_1,ID,2018,1,4,201,11,18,2,3.12,3.12,2.56
ID_2018_1,ID,2018,1,4,158,10,18,3,3.22,3.12,2.56
ID_2018_1,ID,2018,1,4,76,9,18,4,2.57,3.12,2.56
ID_2018_1,ID,2018,1,4,169,16,19,1,2.21,3.12,2.56
ID_2018_1,ID,2018,1,4,157,15,19,2,3.43,3.12,2.56
ID_2018_1,ID,2018,1,4,172,14,19,3,3.72,3.12,2.56
ID_2018_1,ID,2018,1,4,87,13,19,4,3.1,3.12,2.56
ID_2018_1,ID,2018,1,4,180,20,20,1,2.94,3.12,2.56
ID_2018_1,ID,2018,1,4,61,19,20,2,3.04,3.12,2.56
ID_2018_1,ID,2018,1,4,22,18,20,3,3.36,3.12,2.56
ID_2018_1,ID,2018,1,4,177,17,20,4,3.29,3.12,2.56
ID_2018_1,ID,2018,1,5,201,4,21,1,3.69,3.69,2.46
ID_2018_1,ID,2018,1,5,148,3,21,2,3.6,3.69,2.46
ID_2018_1,ID,2018,1,5,202,2,21,3,2.46,3.69,2.46
ID_2018_1,ID,2018,1,5,152,1,21,4,2.21,3.69,2.46
ID_2018_1,ID,2018,1,5,89,8,22,1,3.64,3.69,2.46
ID_2018_1,ID,2018,1,5,79,7,22,2,3.42,3.69,2.46
ID_2018_1,ID,2018,1,5,193,6,22,3,3.09,3.69,2.46
ID_2018_1,ID,2018,1,5,85,5,22,4,3.01,3.69,2.46
ID_2018_1,ID,2018,1,5,119,12,23,1,3.6,3.69,2.46
ID_2018_1,ID,2018,1,5,196,11,23,2,3.17,3.69,2.46
ID_2018_1,ID,2018,1,5,73,10,23,3,2.81,3.69,2.46
ID_2018_1,ID,2018,1,5,2,9,23,4,2.69,3.69,2.46
ID_2018_1,ID,2018,1,5,125,16,24,1,3.8,3.69,2.46
ID_2018_1,ID,2018,1,5,63,15,24,2,3.38,3.69,2.46
ID_2018_1,ID,2018,1,5,9,14,24,3,2.76,3.69,2.46
ID_2018_1,ID,2018,1,5,59,13,24,4,3.29,3.69,2.46
ID_2018_1,ID,2018,1,5,183,20,25,1,3.13,3.69,2.46
ID_2018_1,ID,2018,1,5,191,19,25,2,3.31,3.69,2.46
ID_2018_1,ID,2018,1,5,138,18,25,3,2.82,3.69,2.46
ID_2018_1,ID,2018,1,5,122,17,25,4,2.77,3.69,2.46
ID_2018_1,ID,2018,1,6,133,4,26,1,2.88,4.19,3.2
ID_2018_1,ID,2018,1,6,8,3,26,2,3.24,4.19,3.2
ID_2018_1,ID,2018,1,6,26,2,26,3,2.81,4.19,3.2
ID_2018_1,ID,2018,1,6,3,1,26,4,2.67,4.19,3.2
ID_2018_1,ID,2018,1,6,145,8,27,1,3,4.19,3.2
ID_2018_1,ID,2018,1,6,42,7,27,2,1.79,4.19,3.2
ID_2018_1,ID,2018,1,6,64,6,27,3,3.28,4.19,3.2
ID_2018_1,ID,2018,1,6,96,5,27,4,3.26,4.19,3.2
ID_2018_1,ID,2018,1,6,188,12,28,1,2.92,4.19,3.2
ID_2018_1,ID,2018,1,6,167,11,28,2,4.12,4.19,3.2
ID_2018_1,ID,2018,1,6,74,10,28,3,3.44,4.19,3.2
ID_2018_1,ID,2018,1,6,10,9,28,4,2.84,4.19,3.2
ID_2018_1,ID,2018,1,6,202,16,29,1,3.2,4.19,3.2
ID_2018_1,ID,2018,1,6,201,15,29,2,4.19,4.19,3.2
ID_2018_1,ID,2018,1,6,4,14,29,3,2.79,4.19,3.2
ID_2018_1,ID,2018,1,6,69,13,29,4,3.62,4.19,3.2
ID_2018_1,ID,2018,1,6,83,20,30,1,3.63,4.19,3.2
ID_2018_1,ID,2018,1,6,30,19,30,2,3.82,4.19,3.2
ID_2018_1,ID,2018,1,6,112,18,30,3,2.99,4.19,3.2
ID_2018_1,ID,2018,1,6,153,17,30,4,2.91,4.19,3.2
ID_2018_1,ID,2018,1,7,57,4,31,1,2.93,3.09,3.63
ID_2018_1,ID,2018,1,7,47,3,31,2,3.53,3.09,3.63
ID_2018_1,ID,2018,1,7,170,2,31,3,3.31,3.09,3.63
ID_2018_1,ID,2018,1,7,184,1,31,4,2.67,3.09,3.63
ID_2018_1,ID,2018,1,7,7,8,32,1,3.43,3.09,3.63
ID_2018_1,ID,2018,1,7,93,7,32,2,3.64,3.09,3.63
ID_2018_1,ID,2018,1,7,113,6,32,3,3.97,3.09,3.63
ID_2018_1,ID,2018,1,7,88,5,32,4,3.66,3.09,3.63
ID_2018_1,ID,2018,1,7,107,12,33,1,3.65,3.09,3.63
ID_2018_1,ID,2018,1,7,140,11,33,2,1.53,3.09,3.63
ID_2018_1,ID,2018,1,7,165,10,33,3,2.91,3.09,3.63
ID_2018_1,ID,2018,1,7,36,9,33,4,3.33,3.09,3.63
ID_2018_1,ID,2018,1,7,198,16,34,1,3.18,3.09,3.63
ID_2018_1,ID,2018,1,7,71,15,34,2,4,3.09,3.63
ID_2018_1,ID,2018,1,7,202,14,34,3,3.63,3.09,3.63
ID_2018_1,ID,2018,1,7,182,13,34,4,3.49,3.09,3.63
ID_2018_1,ID,2018,1,7,201,20,35,1,3.09,3.09,3.63
ID_2018_1,ID,2018,1,7,190,19,35,2,3.72,3.09,3.63
ID_2018_1,ID,2018,1,7,65,18,35,3,4.13,3.09,3.63
ID_2018_1,ID,2018,1,7,192,17,35,4,4.17,3.09,3.63
ID_2018_1,ID,2018,1,8,185,4,36,1,2.94,3.71,0.93
ID_2018_1,ID,2018,1,8,21,3,36,2,3.46,3.71,0.93
ID_2018_1,ID,2018,1,8,117,2,36,3,3.3,3.71,0.93
ID_2018_1,ID,2018,1,8,135,1,36,4,3.16,3.71,0.93
ID_2018_1,ID,2018,1,8,46,8,37,1,1.22,3.71,0.93
ID_2018_1,ID,2018,1,8,176,7,37,2,2.86,3.71,0.93
ID_2018_1,ID,2018,1,8,114,6,37,3,3.42,3.71,0.93
ID_2018_1,ID,2018,1,8,20,5,37,4,3.33,3.71,0.93
ID_2018_1,ID,2018,1,8,194,12,38,1,1.8,3.71,0.93
ID_2018_1,ID,2018,1,8,201,11,38,2,3.71,3.71,0.93
ID_2018_1,ID,2018,1,8,171,10,38,3,2.74,3.71,0.93
ID_2018_1,ID,2018,1,8,81,9,38,4,2.75,3.71,0.93
ID_2018_1,ID,2018,1,8,202,16,39,1,0.93,3.71,0.93
ID_2018_1,ID,2018,1,8,163,15,39,2,3.82,3.71,0.93
ID_2018_1,ID,2018,1,8,45,14,39,3,3.21,3.71,0.93
ID_2018_1,ID,2018,1,8,11,13,39,4,2.96,3.71,0.93
ID_2018_1,ID,2018,1,8,19,20,40,1,3.33,3.71,0.93
ID_2018_1,ID,2018,1,8,143,19,40,2,3.39,3.71,0.93
ID_2018_1,ID,2018,1,8,49,18,40,3,3.39,3.71,0.93
ID_2018_1,ID,2018,1,8,141,17,40,4,3.45,3.71,0.93
ID_2018_1,ID,2018,1,9,86,4,41,1,3.15,3.7,3.59
ID_2018_1,ID,2018,1,9,35,3,41,2,3.6,3.7,3.59
ID_2018_1,ID,2018,1,9,123,2,41,3,3.46,3.7,3.59
ID_2018_1,ID,2018,1,9,1,1,41,4,2.66,3.7,3.59
ID_2018_1,ID,2018,1,9,70,8,42,1,3.39,3.7,3.59
ID_2018_1,ID,2018,1,9,181,7,42,2,3.67,3.7,3.59
ID_2018_1,ID,2018,1,9,131,6,42,3,3.63,3.7,3.59
ID_2018_1,ID,2018,1,9,27,5,42,4,3.88,3.7,3.59
ID_2018_1,ID,2018,1,9,53,12,43,1,3.21,3.7,3.59
ID_2018_1,ID,2018,1,9,106,11,43,2,3.88,3.7,3.59
ID_2018_1,ID,2018,1,9,121,10,43,3,2.09,3.7,3.59
ID_2018_1,ID,2018,1,9,14,9,43,4,3.85,3.7,3.59
ID_2018_1,ID,2018,1,9,5,16,44,1,3.57,3.7,3.59
ID_2018_1,ID,2018,1,9,115,15,44,2,3.31,3.7,3.59
ID_2018_1,ID,2018,1,9,38,14,44,3,2.89,3.7,3.59
ID_2018_1,ID,2018,1,9,201,13,44,4,3.7,3.7,3.59
ID_2018_1,ID,2018,1,9,118,20,45,1,3.02,3.7,3.59
ID_2018_1,ID,2018,1,9,202,19,45,2,3.59,3.7,3.59
ID_2018_1,ID,2018,1,9,175,18,45,3,3.3,3.7,3.59
ID_2018_1,ID,2018,1,9,160,17,45,4,3.17,3.7,3.59
ID_2018_1,ID,2018,1,10,201,4,46,1,3.54,3.54,0.91
ID_2018_1,ID,2018,1,10,62,3,46,2,3.38,3.54,0.91
ID_2018_1,ID,2018,1,10,58,2,46,3,3.77,3.54,0.91
ID_2018_1,ID,2018,1,10,128,8,47,1,3.44,3.54,0.91
ID_2018_1,ID,2018,1,10,82,6,47,3,3.15,3.54,0.91
ID_2018_1,ID,2018,1,10,95,5,47,4,3.57,3.54,0.91
ID_2018_1,ID,2018,1,10,142,12,48,1,2.99,3.54,0.91
ID_2018_1,ID,2018,1,10,98,11,48,2,3.73,3.54,0.91
ID_2018_1,ID,2018,1,10,101,10,48,3,2.97,3.54,0.91
ID_2018_1,ID,2018,1,10,136,9,48,4,3.46,3.54,0.91
ID_2018_1,ID,2018,1,10,37,16,49,1,4.03,3.54,0.91
ID_2018_1,ID,2018,1,10,52,15,49,2,3.36,3.54,0.91
ID_2018_1,ID,2018,1,10,139,14,49,3,3.33,3.54,0.91
ID_2018_1,ID,2018,1,10,202,13,49,4,0.91,3.54,0.91
ID_2018_1,ID,2018,1,10,124,20,50,1,3.28,3.54,0.91
ID_2018_1,ID,2018,1,10,13,19,50,2,3.5,3.54,0.91
ID_2018_1,ID,2018,1,10,116,18,50,3,3.54,3.54,0.91
ID_2018_1,ID,2018,1,10,77,17,50,4,3.66,3.54,0.91
ID_2018_1,ID,2018,1,11,201,4,51,1,3.15,3.15,1.28
ID_2018_1,ID,2018,1,11,197,3,51,2,3.15,3.15,1.28
ID_2018_1,ID,2018,1,11,17,2,51,3,3.47,3.15,1.28
ID_2018_1,ID,2018,1,11,189,1,51,4,3.57,3.15,1.28
ID_2018_1,ID,2018,1,11,84,8,52,1,3.4,3.15,1.28
ID_2018_1,ID,2018,1,11,173,7,52,2,3.14,3.15,1.28
ID_2018_1,ID,2018,1,11,25,6,52,3,3.71,3.15,1.28
ID_2018_1,ID,2018,1,11,156,5,52,4,3.43,3.15,1.28
ID_2018_1,ID,2018,1,11,18,12,53,1,2.82,3.15,1.28
ID_2018_1,ID,2018,1,11,146,11,53,2,3.43,3.15,1.28
ID_2018_1,ID,2018,1,11,94,10,53,3,3.23,3.15,1.28
ID_2018_1,ID,2018,1,11,202,9,53,4,1.28,3.15,1.28
ID_2018_1,ID,2018,1,11,99,16,54,1,2.2,3.15,1.28
ID_2018_1,ID,2018,1,11,24,15,54,2,3.67,3.15,1.28
ID_2018_1,ID,2018,1,11,31,14,54,3,3.1,3.15,1.28
ID_2018_1,ID,2018,1,11,55,13,54,4,3.23,3.15,1.28
ID_2018_1,ID,2018,1,11,32,20,55,1,3.46,3.15,1.28
ID_2018_1,ID,2018,1,11,50,19,55,2,3.15,3.15,1.28
ID_2018_1,ID,2018,1,11,67,18,55,3,2.75,3.15,1.28
ID_2018_1,ID,2018,1,11,137,17,55,4,2.93,3.15,1.28
ID_2018_2,ID,2018,2,1,103,4,1,1,2.06,2.31,2.37
ID_2018_2,ID,2018,2,1,202,3,1,2,2.37,2.31,2.37
ID_2018_2,ID,2018,2,1,132,2,1,3,3.6,2.31,2.37
ID_2018_2,ID,2018,2,1,80,1,1,4,2.63,2.31,2.37
ID_2018_2,ID,2018,2,1,154,8,2,1,4.86,2.31,2.37
ID_2018_2,ID,2018,2,1,43,7,2,2,2.83,2.31,2.37
ID_2018_2,ID,2018,2,1,104,6,2,3,3.17,2.31,2.37
ID_2018_2,ID,2018,2,1,201,5,2,4,2.31,2.31,2.37
ID_2018_2,ID,2018,2,1,48,12,3,1,5.57,2.31,2.37
ID_2018_2,ID,2018,2,1,91,11,3,2,5.68,2.31,2.37
ID_2018_2,ID,2018,2,1,78,10,3,3,3.9,2.31,2.37
ID_2018_2,ID,2018,2,1,40,9,3,4,3.87,2.31,2.37
ID_2018_2,ID,2018,2,1,16,16,4,1,2.89,2.31,2.37
ID_2018_2,ID,2018,2,1,110,15,4,2,3.39,2.31,2.37
ID_2018_2,ID,2018,2,1,178,14,4,3,4.1,2.31,2.37
ID_2018_2,ID,2018,2,1,72,13,4,4,2.43,2.31,2.37
ID_2018_2,ID,2018,2,1,166,20,5,1,5.57,2.31,2.37
ID_2018_2,ID,2018,2,1,130,19,5,2,3.55,2.31,2.37
ID_2018_2,ID,2018,2,1,51,18,5,3,4.29,2.31,2.37
ID_2018_2,ID,2018,2,1,44,17,5,4,2.49,2.31,2.37
ID_2018_2,ID,2018,2,2,6,4,6,1,2.53,2.08,5.31
ID_2018_2,ID,2018,2,2,201,3,6,2,2.08,2.08,5.31
ID_2018_2,ID,2018,2,2,15,2,6,3,2.26,2.08,5.31
ID_2018_2,ID,2018,2,2,54,1,6,4,2.36,2.08,5.31
ID_2018_2,ID,2018,2,2,126,8,7,1,4.8,2.08,5.31
ID_2018_2,ID,2018,2,2,179,7,7,2,2.13,2.08,5.31
ID_2018_2,ID,2018,2,2,100,6,7,3,2.78,2.08,5.31
ID_2018_2,ID,2018,2,2,33,5,7,4,3.99,2.08,5.31
ID_2018_2,ID,2018,2,2,144,12,8,1,3.67,2.08,5.31
ID_2018_2,ID,2018,2,2,28,11,8,2,3.49,2.08,5.31
ID_2018_2,ID,2018,2,2,174,10,8,3,4.86,2.08,5.31
ID_2018_2,ID,2018,2,2,92,9,8,4,4.59,2.08,5.31
ID_2018_2,ID,2018,2,2,68,16,9,1,1.75,2.08,5.31
ID_2018_2,ID,2018,2,2,90,15,9,2,1.69,2.08,5.31
ID_2018_2,ID,2018,2,2,66,14,9,3,3.28,2.08,5.31
ID_2018_2,ID,2018,2,2,202,13,9,4,5.31,2.08,5.31
ID_2018_2,ID,2018,2,2,164,20,10,1,4.86,2.08,5.31
ID_2018_2,ID,2018,2,2,168,19,10,2,1.26,2.08,5.31
ID_2018_2,ID,2018,2,2,102,18,10,3,2.57,2.08,5.31
ID_2018_2,ID,2018,2,2,149,17,10,4,5.73,2.08,5.31
ID_2018_2,ID,2018,2,3,109,4,11,1,2.68,2.77,4.62
ID_2018_2,ID,2018,2,3,147,3,11,2,4.53,2.77,4.62
ID_2018_2,ID,2018,2,3,159,2,11,3,4.48,2.77,4.62
ID_2018_2,ID,2018,2,3,186,1,11,4,3.33,2.77,4.62
ID_2018_2,ID,2018,2,3,127,8,12,1,2.02,2.77,4.62
ID_2018_2,ID,2018,2,3,161,7,12,2,3.17,2.77,4.62
ID_2018_2,ID,2018,2,3,75,6,12,3,2.83,2.77,4.62
ID_2018_2,ID,2018,2,3,29,5,12,4,3.23,2.77,4.62
ID_2018_2,ID,2018,2,3,151,12,13,1,2.68,2.77,4.62
ID_2018_2,ID,2018,2,3,41,11,13,2,3.28,2.77,4.62
ID_2018_2,ID,2018,2,3,155,10,13,3,2.68,2.77,4.62
ID_2018_2,ID,2018,2,3,120,9,13,4,3.44,2.77,4.62
ID_2018_2,ID,2018,2,3,108,16,14,1,3.17,2.77,4.62
ID_2018_2,ID,2018,2,3,195,15,14,2,2.51,2.77,4.62
ID_2018_2,ID,2018,2,3,201,14,14,3,2.77,2.77,4.62
ID_2018_2,ID,2018,2,3,150,13,14,4,4.04,2.77,4.62
ID_2018_2,ID,2018,2,3,202,20,15,1,4.62,2.77,4.62
ID_2018_2,ID,2018,2,3,134,19,15,2,4.64,2.77,4.62
ID_2018_2,ID,2018,2,3,60,18,15,3,4.04,2.77,4.62
ID_2018_2,ID,2018,2,3,162,17,15,4,3.06,2.77,4.62
ID_2018_2,ID,2018,2,4,23,4,16,1,4.59,3.75,2.52
ID_2018_2,ID,2018,2,4,56,3,16,2,2.18,3.75,2.52
ID_2018_2,ID,2018,2,4,97,2,16,3,3.11,3.75,2.52
ID_2018_2,ID,2018,2,4,34,1,16,4,3.13,3.75,2.52
ID_2018_2,ID,2018,2,4,111,8,17,1,5.3,3.75,2.52
ID_2018_2,ID,2018,2,4,187,7,17,2,3.93,3.75,2.52
ID_2018_2,ID,2018,2,4,129,6,17,3,2.84,3.75,2.52
ID_2018_2,ID,2018,2,4,202,5,17,4,2.52,3.75,2.52
ID_2018_2,ID,2018,2,4,39,12,18,1,4.53,3.75,2.52
ID_2018_2,ID,2018,2,4,201,11,18,2,3.75,3.75,2.52
ID_2018_2,ID,2018,2,4,158,10,18,3,4,3.75,2.52
ID_2018_2,ID,2018,2,4,76,9,18,4,3.1,3.75,2.52
ID_2018_2,ID,2018,2,4,169,16,19,1,2.95,3.75,2.52
ID_2018_2,ID,2018,2,4,157,15,19,2,3.99,3.75,2.52
ID_2018_2,ID,2018,2,4,172,14,19,3,2.89,3.75,2.52
ID_2018_2,ID,2018,2,4,87,13,19,4,4.64,3.75,2.52
ID_2018_2,ID,2018,2,4,180,20,20,1,3.11,3.75,2.52
ID_2018_2,ID,2018,2,4,61,19,20,2,1.79,3.75,2.52
ID_2018_2,ID,2018,2,4,22,18,20,3,3.22,3.75,2.52
ID_2018_2,ID,2018,2,4,177,17,20,4,4.37,3.75,2.52
ID_2018_2,ID,2018,2,5,201,4,21,1,3.8,3.8,2.86
ID_2018_2,ID,2018,2,5,148,3,21,2,4.42,3.8,2.86
ID_2018_2,ID,2018,2,5,202,2,21,3,2.86,3.8,2.86
ID_2018_2,ID,2018,2,5,152,1,21,4,4.2,3.8,2.86
ID_2018_2,ID,2018,2,5,89,8,22,1,3.55,3.8,2.86
ID_2018_2,ID,2018,2,5,79,7,22,2,3.33,3.8,2.86
ID_2018_2,ID,2018,2,5,193,6,22,3,2.07,3.8,2.86
ID_2018_2,ID,2018,2,5,85,5,22,4,3.71,3.8,2.86
ID_2018_2,ID,2018,2,5,119,12,23,1,4.1,3.8,2.86
ID_2018_2,ID,2018,2,5,196,11,23,2,4.42,3.8,2.86
ID_2018_2,ID,2018,2,5,73,10,23,3,1.86,3.8,2.86
ID_2018_2,ID,2018,2,5,2,9,23,4,3,3.8,2.86
ID_2018_2,ID,2018,2,5,125,16,24,1,5.24,3.8,2.86
ID_2018_2,ID,2018,2,5,63,15,24,2,4.2,3.8,2.86
ID_2018_2,ID,2018,2,5,9,14,24,3,1.53,3.8,2.86
ID_2018_2,ID,2018,2,5,59,13,24,4,3.6,3.8,2.86
ID_2018_2,ID,2018,2,5,183,20,25,1,5.3,3.8,2.86
ID_2018_2,ID,2018,2,5,191,19,25,2,1.26,3.8,2.86
ID_2018_2,ID,2018,2,5,138,18,25,3,1.69,3.8,2.86
ID_2018_2,ID,2018,2,5,122,17,25,4,3.22,3.8,2.86
ID_2018_2,ID,2018,2,6,133,4,26,1,6.01,3.77,3.81
ID_2018_2,ID,2018,2,6,8,3,26,2,2.24,3.77,3.81
ID_2018_2,ID,2018,2,6,26,2,26,3,3.57,3.77,3.81
ID_2018_2,ID,2018,2,6,3,1,26,4,2.11,3.77,3.81
ID_2018_2,ID,2018,2,6,145,8,27,1,6.06,3.77,3.81
ID_2018_2,ID,2018,2,6,42,7,27,2,1.26,3.77,3.81
ID_2018_2,ID,2018,2,6,64,6,27,3,3.11,3.77,3.81
ID_2018_2,ID,2018,2,6,96,5,27,4,3.22,3.77,3.81
ID_2018_2,ID,2018,2,6,188,12,28,1,2.68,3.77,3.81
ID_2018_2,ID,2018,2,6,167,11,28,2,1.42,3.77,3.81
ID_2018_2,ID,2018,2,6,74,10,28,3,1.47,3.77,3.81
ID_2018_2,ID,2018,2,6,10,9,28,4,3.49,3.77,3.81
ID_2018_2,ID,2018,2,6,202,16,29,1,3.81,3.77,3.81
ID_2018_2,ID,2018,2,6,201,15,29,2,3.77,3.77,3.81
ID_2018_2,ID,2018,2,6,4,14,29,3,3,3.77,3.81
ID_2018_2,ID,2018,2,6,69,13,29,4,4.75,3.77,3.81
ID_2018_2,ID,2018,2,6,83,20,30,1,1.86,3.77,3.81
ID_2018_2,ID,2018,2,6,30,19,30,2,0.98,3.77,3.81
ID_2018_2,ID,2018,2,6,112,18,30,3,3.4,3.77,3.81
ID_2018_2,ID,2018,2,6,153,17,30,4,2.18,3.77,3.81
ID_2018_2,ID,2018,2,7,57,4,31,1,3.28,3.98,3.4
ID_2018_2,ID,2018,2,7,47,3,31,2,3.93,3.98,3.4
ID_2018_2,ID,2018,2,7,170,2,31,3,5.62,3.98,3.4
ID_2018_2,ID,2018,2,7,184,1,31,4,4.15,3.98,3.4
ID_2018_2,ID,2018,2,7,7,8,32,1,3.49,3.98,3.4
ID_2018_2,ID,2018,2,7,93,7,32,2,3.17,3.98,3.4
ID_2018_2,ID,2018,2,7,113,6,32,3,3.82,3.98,3.4
ID_2018_2,ID,2018,2,7,88,5,32,4,2.24,3.98,3.4
ID_2018_2,ID,2018,2,7,107,12,33,1,3.99,3.98,3.4
ID_2018_2,ID,2018,2,7,140,11,33,2,1.91,3.98,3.4
ID_2018_2,ID,2018,2,7,165,10,33,3,3.88,3.98,3.4
ID_2018_2,ID,2018,2,7,36,9,33,4,2.73,3.98,3.4
ID_2018_2,ID,2018,2,7,198,16,34,1,4.31,3.98,3.4
ID_2018_2,ID,2018,2,7,71,15,34,2,3.17,3.98,3.4
ID_2018_2,ID,2018,2,7,202,14,34,3,3.4,3.98,3.4
ID_2018_2,ID,2018,2,7,182,13,34,4,4.37,3.98,3.4
ID_2018_2,ID,2018,2,7,201,20,35,1,3.98,3.98,3.4
ID_2018_2,ID,2018,2,7,190,19,35,2,5.51,3.98,3.4
ID_2018_2,ID,2018,2,7,65,18,35,3,3.93,3.98,3.4
ID_2018_2,ID,2018,2,7,192,17,35,4,3.44,3.98,3.4
ID_2018_2,ID,2018,2,8,185,4,36,1,1.91,5.13,4.79
ID_2018_2,ID,2018,2,8,21,3,36,2,1.26,5.13,4.79
ID_2018_2,ID,2018,2,8,117,2,36,3,3.44,5.13,4.79
ID_2018_2,ID,2018,2,8,135,1,36,4,2.84,5.13,4.79
ID_2018_2,ID,2018,2,8,46,8,37,1,2.89,5.13,4.79
ID_2018_2,ID,2018,2,8,176,7,37,2,5.13,5.13,4.79
ID_2018_2,ID,2018,2,8,114,6,37,3,4.48,5.13,4.79
ID_2018_2,ID,2018,2,8,20,5,37,4,3.33,5.13,4.79
ID_2018_2,ID,2018,2,8,194,12,38,1,4.91,5.13,4.79
